,State,Year,TotalBallots,VotingEligiblePopulation,VotingAgePopulation,PercentVotingEligibleVotes,PercentVotingAgeVotes,PercentBachelors,Income,PercentWhite,AverageAge,Population,LandAreaSQM,PopulationDensity,Presidential
238,Rhode Island,2022,361449,828495,890835,0.436271794,0.405741804,39.6,83860,0.68046,41.75686499,1093.84,1034,1057.87234,FALSE
556,South Carolina,2022,1718626,4018588,4195145,0.4276691216,0.4096702259,32.6,64220,0.62792,41.07513581,5282.96,30061,175.741326,FALSE
239,South Dakota,2022,354670,668380,695896,0.530641252,0.5096594893,31.6,69850,0.80141,39.6210213,909.869,75811,12.00180713,FALSE
513,Tennessee,2022,1756397,5270397,5539421,0.3332570582,0.3170723077,31.1,67980,0.721,40.00686456,7048.98,41235,170.946526,FALSE
514,Texas,2022,8151590,19499000,22746809,0.418051695,0.3583619135,33.9,77600,0.38883,37.06476596,30029.85,261232,114.9547146,FALSE
240,Utah,2022,1084634,2317746,2468679,0.4679693116,0.4393580534,37.9,99610,0.75622,34.91025139,3381.24,82170,41.14932457,FALSE
241,Vermont,2022,291955,521758,533545,0.5595601792,0.5471984556,44.2,75060,0.90405,43.35191414,647.11,9217,70.20831073,FALSE
242,Virginia,2022,3021956,6348891,6836463,0.4759817108,0.4420350114,42.2,88550,0.58904,40.04491887,8679.1,39490,219.7796911,FALSE
243,Washington,2022,3067686,5543001,6164761,0.5534341415,0.4976163715,39.5,92980,0.63597,39.90780422,7784.48,66456,117.137354,FALSE
244,West Virginia,2022,494753,1396169,1423003,0.3543646937,0.347682331,24.8,54540,0.90436,42.39748662,1774.04,24038,73.80148099,FALSE
245,Wisconsin,2022,2673154,4467396,4655496,0.5983696095,0.5741931687,33.2,76240,0.79052,40.93031698,5890.54,54158,108.7658333,FALSE
594,Wyoming,2022,198198,434797,452896,0.4558403117,0.4376236487,29.6,76000,0.81906,40.38952768,581.629,97093,5.990431854,FALSE
