"Title: Population Distribution by Age | KFF"
"Timeframe: 2008 - 2022"
"Location","2008__Children 0-18","2008__Adults 19-25","2008__Adults 26-34","2008__Adults 35-54","2008__Adults 55-64","2008__65+","2008__Total","2009__Children 0-18","2009__Adults 19-25","2009__Adults 26-34","2009__Adults 35-54","2009__Adults 55-64","2009__65+","2009__Total","2010__Children 0-18","2010__Adults 19-25","2010__Adults 26-34","2010__Adults 35-54","2010__Adults 55-64","2010__65+","2010__Total","2011__Children 0-18","2011__Adults 19-25","2011__Adults 26-34","2011__Adults 35-54","2011__Adults 55-64","2011__65+","2011__Total","2012__Children 0-18","2012__Adults 19-25","2012__Adults 26-34","2012__Adults 35-54","2012__Adults 55-64","2012__65+","2012__Total","2013__Children 0-18","2013__Adults 19-25","2013__Adults 26-34","2013__Adults 35-54","2013__Adults 55-64","2013__65+","2013__Total","2014__Children 0-18","2014__Adults 19-25","2014__Adults 26-34","2014__Adults 35-54","2014__Adults 55-64","2014__65+","2014__Total","2015__Children 0-18","2015__Adults 19-25","2015__Adults 26-34","2015__Adults 35-54","2015__Adults 55-64","2015__65+","2015__Total","2016__Children 0-18","2016__Adults 19-25","2016__Adults 26-34","2016__Adults 35-54","2016__Adults 55-64","2016__65+","2016__Total","2017__Children 0-18","2017__Adults 19-25","2017__Adults 26-34","2017__Adults 35-54","2017__Adults 55-64","2017__65+","2017__Total","2018__Children 0-18","2018__Adults 19-25","2018__Adults 26-34","2018__Adults 35-54","2018__Adults 55-64","2018__65+","2018__Total","2019__Children 0-18","2019__Adults 19-25","2019__Adults 26-34","2019__Adults 35-54","2019__Adults 55-64","2019__65+","2019__Total","2021__Children 0-18","2021__Adults 19-25","2021__Adults 26-34","2021__Adults 35-54","2021__Adults 55-64","2021__65+","2021__Total","2022__Children 0-18","2022__Adults 19-25","2022__Adults 26-34","2022__Adults 35-54","2022__Adults 55-64","2022__65+","2022__Total",Footnotes
"North Dakota","143400","73300","70100","161700","78000","83800","610300","146400","74500","69700","163900","73100","87900","615400","155800","69800","77900","171400","81500","90900","647200","156000","75600","78800","167100","86200","93400","657100","158900","75000","87000","168300","88400","94300","671900","163900","86200","84500","170800","91200","96900","693500","170700","83300","94700","168300","92200","99300","708400","178800","78300","99100","174300","93900","102100","726400","176600","77400","98100","174800","95000","104200","725900","177000","75100","98500","171900","97600","105700","726000","176400","78600","99300","170000","96800","109600","730600","179000","74500","100400","169900","93200","114000","731000","187900","72900","93800","176900","91700","118400","741600","180400","73500","97300","179200","89500","124100","744000"
"Ohio","2834800","972400","1271300","3255800","1327800","1495300","11157500","2810200","971300","1290800","3240700","1376100","1518000","11207100","2808100","967400","1244400","3184200","1450700","1560900","11215700","2779000","986700","1253500","3123800","1500900","1580700","11224600","2740400","1003300","1250200","3073300","1517000","1637900","11222100","2718900","1004700","1271300","3023400","1539600","1681800","11239600","2716600","997400","1284600","2983500","1559200","1729000","11270300","2710600","995900","1295600","2946300","1573500","1771500","11293300","2685200","982400","1307500","2891500","1594700","1817500","11278700","2677900","987700","1331700","2860600","1600400","1865100","11323500","2662700","973600","1345900","2850100","1597400","1926100","11355900","2650800","964100","1355100","2819400","1588300","1973700","11351500","2676300","964500","1363400","2837300","1572200","2042100","11455700","2641500","978400","1367400","2842900","1532900","2092700","11455600"
"Oklahoma","938700","334100","419400","947700","403900","464900","3508800","950200","350400","419900","940200","408500","474800","3544100","973000","335400","430900","970500","435000","490700","3635500","975500","337000","437900","960800","453300","500300","3664800","969500","345800","441900","961800","455400","515100","3689500","976900","358600","454200","951400","458600","527100","3726900","974500","361900","456000","947200","465100","544900","3749500","995700","343000","466300","942300","478700","557700","3783700","999300","349300","464500","935700","482500","569500","3800800","995000","342600","463900","934700","486500","581000","3803700","987400","333200","479300","932800","484900","598400","3816100","980100","349100","471600","927700","487600","610700","3826900","989300","345800","452900","960400","479400","630800","3858600","984400","350200","470900","968800","465200","642400","3881900"
"Oregon","902900","333100","460300","1057200","468700","489800","3711900","906400","341500","465100","1038700","490000","501800","3743600","899300","337500","461600","1029600","512100","523900","3764000","883700","347700","472100","1021800","524900","543200","3793500","889500","342500","473800","1022400","523900","573300","3825500","883400","351200","466000","1023800","533700","593400","3851600","881500","340100","487200","1018900","538600","623300","3889600","883000","350800","488300","1032500","542700","651400","3948700","895000","352400","509800","1034000","544500","678800","4014500","903000","343700","524300","1051600","544500","696000","4063000","898000","347300","531100","1066100","539100","729300","4110800","883800","347500","529800","1078300","532400","757100","4128900","879800","341700","528700","1109300","523800","780200","4163500","863300","344000","532000","1109300","509800","801200","4159500"
"Pennsylvania","2854800","1027600","1262900","3586200","1480700","1790500","12002700","2859600","1039400","1340600","3543000","1532900","1838000","12153500","2887900","1080100","1316200","3498500","1622900","1888100","12293700","2859400","1083200","1328700","3467600","1673400","1906100","12318300","2823400","1112700","1358700","3386800","1702100","1963900","12347600","2790100","1095600","1381600","3338100","1726200","2012600","12344300","2778000","1072200","1432100","3272400","1759700","2053700","12368000","2776500","1065700","1427900","3236200","1776400","2103800","12386400","2749900","1043600","1465400","3173800","1789000","2143000","12364700","2746700","1028600","1466600","3152500","1796600","2198200","12389100","2720200","1027000","1475100","3119700","1794800","2251300","12388100","2707100","976800","1520200","3071300","1790900","2311300","12377600","2754800","972800","1507100","3145800","1792400","2391100","12564000","2705800","1005600","1494800","3125000","1752200","2461100","12544400"
"Rhode Island","233300","98500","108400","309400","119800","140000","1009400","236100","87300","118100","301400","125700","143200","1011800","231100","98900","107200","296000","132300","143700","1009200","226100","98000","112000","290400","135600","145400","1007400","224900","98400","114300","283400","135300","151600","1007900","218300","100100","116500","279300","139500","154800","1008600","221400","96200","120400","275700","139900","160200","1013700","218700","97300","122000","271300","143900","161200","1014400","216000","97300","121500","266800","146500","165700","1013900","214900","94600","126200","263400","146900","169900","1015900","207500","92700","128900","262200","147700","175000","1014000","210100","89100","129300","256900","150800","180800","1017100","215400","89200","130800","268200","154100","192600","1050300","210200","89400","134900","263400","152100","198800","1048800"
"South Carolina","1105000","385400","480700","1232800","540500","574000","4318400","1117900","389000","508300","1226400","553800","598200","4393700","1122600","418300","491500","1243400","584800","616000","4476500","1122300","421300","498300","1235400","603800","638500","4519500","1127200","420600","512200","1227500","603800","677700","4569100","1115200","435700","516300","1225900","615200","708000","4616200","1120500","423600","532700","1227900","626400","743300","4674300","1115400","444800","530600","1228900","637500","776800","4734000","1138400","417000","555100","1231700","651200","811800","4805300","1134400","418700","554800","1246100","661400","849200","4864600","1151000","423000","558000","1243300","673500","880900","4929800","1147200","409100","578700","1241500","689000","918700","4984200","1157000","412600","574200","1254400","690400","951900","5040600","1154600","431000","573000","1280400","691400","987100","5117400"
"South Dakota","208800","65500","81600","217200","88600","108200","769900","206600","76500","88300","204700","96700","108600","781400","210300","71100","88500","209800","95600","111600","787000","208400","71900","90600","205600","100400","114400","791400","209200","73100","95600","200700","108800","113000","800400","207800","74200","97100","206200","109100","117300","811600","214600","77700","96500","200900","110100","121900","821600","216900","73500","98500","199400","112500","128100","829000","219700","73500","102800","194500","114400","131000","835800","214000","72000","104100","196700","114400","135800","837000","219200","77100","96400","200300","116700","139000","848700","219100","70100","98100","199900","115900","148200","851300","224500","77800","94800","199300","116400","151000","863800","223800","69900","100300","206200","115000","158200","873400"
"Tennessee","1516800","518200","721300","1775000","733100","781000","6045200","1543500","540000","730200","1754400","748200","800400","6116600","1550000","543900","716400","1757800","783200","834900","6186200","1540600","560800","727000","1737600","813800","850700","6230500","1545700","566500","726800","1729100","815700","893600","6277400","1541500","579300","732400","1720800","825000","919700","6318700","1544200","593800","731500","1709900","839900","955400","6374800","1547200","581200","746800","1711000","850600","986000","6422800","1550200","568700","764400","1710800","856600","1016900","6467700","1561400","560900","791900","1706900","874700","1042400","6538200","1557800","571500","788700","1709100","884500","1074700","6586400","1560800","574000","820300","1687000","890200","1108800","6640900","1577600","575000","829300","1742400","907700","1164200","6796100","1584600","602400","843000","1752700","905000","1188100","6875900"
"Texas","6989400","2290300","3017100","6634500","2342700","2369000","23643000","7133500","2355100","3132400","6628200","2407200","2440500","24096900","7152100","2424400","3101500","6775200","2593400","2537800","24584400","7238200","2458500","3163000","6815100","2711200","2620200","25006100","7248300","2501100","3236000","6872800","2772200","2753900","25384300","7302000","2550900","3294900","6904600","2844400","2876200","25773000","7378100","2584900","3377300","7000600","2927300","3011800","26280100","7486900","2601500","3445000","7092600","3017900","3133700","26777500","7572200","2623000","3540400","7108400","3078400","3255900","27178300","7659600","2612700","3587100","7243100","3155200","3363600","27621300","7705100","2642800","3631000","7333600","3200800","3510700","28024000","7688200","2647900","3687100","7375600","3233100","3654400","28286200","7743900","2632100","3736900","7619000","3281900","3831500","28845300","7753100","2792100","3784500","7780800","3262900","3949100","29322500"
"Utah","884200","329200","378800","631800","223200","239500","2686800","899500","329400","387900","638200","232400","246000","2733400","905700","300900","395500","636400","239500","246200","2724100","913300","307700","392100","644900","255200","254300","2767500","907500","316300","396300","656800","257800","267000","2801700","927800","312000","391200","674500","264900","279100","2849400","936000","311100","391100","685900","277100","290600","2891800","946200","324800","385800","703900","280700","303800","2945200","962600","323000","393900","714400","290000","315500","2999300","960500","325400","398900","736000","296800","329800","3047400","966500","337300","403600","756700","298400","343200","3105900","971200","342700","414800","764200","3.00E+05","361200","3154100","985100","353700","431800","819600","308000","383900","3281800","969200","380300","433500","830100","308300","400100","3321500"
"Vermont","132700","50100","60900","191000","81000","83400","599100","132100","57200","59800","179500","85000","85900","599600","131800","47700","62800","178900","90200","88100","599500","128000","50500","61000","175900","93400","90900","599800","126300","52900","61900","168300","94300","96900","600700","129300","47400","63800","167900","93900","100500","6.03E+05","124200","51100","64000","162600","95700","102500","6.00E+05","120800","49800","67900","160100","97700","106100","602400","122200","50800","63700","156500","95100","111400","599600","119800","52500","65500","151900","96300","114300","600200","117000","48400","68700","151600","95700","119200","600600","116400","51200","66400","147900","94400","121800","598100","119400","51000","68200","154700","96600","129700","619700","120500","47800","71500","155200","93700","135700","624300"
"Virginia","1890200","658300","8.48E+05","2241100","875500","905500","7418400","1909600","693900","8.81E+05","2215800","894100","918100","7512800","1920300","689600","9.14E+05","2268000","957500","954400","7703800","1924200","710400","9.34E+05","2246800","984600","983900","7783700","1923800","705400","9.64E+05","2242600","992800","1036800","7865500","1933100","717100","9.73E+05","2229600","1013300","1079800","7945700","1937000","733100","9.75E+05","2212600","1031700","1117100","8006000","1937100","720800","9.76E+05","2209100","1048700","1159900","8051200","1927900","708400","9.76E+05","2195400","1072000","1201400","8080900","1925700","717900","9.83E+05","2188700","1079500","1245700","8140700","1932900","702300","9.97E+05","2167600","1086400","1295800","8182100","1917000","684600","9.81E+05","2165300","1104300","1332800","8185100","1947200","685300","988000","2189200","1112600","1383100","8305000","1929800","713300","985300","2175800","1099300","1429300","8332800"
"Washington","1607700","551100","782300","1896300","772500","760600","6370500","1629300","591200","812100","1875500","799400","779200","6486600","1641800","599200","809300","1873700","838600","813300","6575900","1628700","613700","838600","1860100","872100","841100","6654400","1634300","616800","849400","1862500","883700","886200","6732900","1637100","621700","871200","1845600","891500","930800","6797800","1651200","630600","881700","1845500","906500","972100","6887600","1660800","634300","912500","1857300","925400","1012400","7002800","1677900","635600","926300","1882200","940200","1062100","7124100","1701700","628700","965900","1899400","949100","1095000","7239800","1710100","622000","1023700","1913600","955800","1142800","7368000","1707100","619900","1028200","1926900","954000","1187800","7423900","1720100","622600","1026100","1999100","950800","1233400","7552200","1694800","637700","1030200","2029500","925500","1284600","7602300"
"West Virginia","391400","148600","196900","514100","243700","270500","1765200","395800","151700","197600","501400","247000","275400","1768900","400600","151900","190500","501400","264000","290600","1799000","397200","158700","188400","494800","270500","292500","1802200","394700","157100","190000","486400","272000","301500","1801800","390700","155800","189900","480000","270900","310900","1798200","388400","156300","189900","470100","266300","320600","1791600","387400","154300","185400","469500","267500","327300","1791500","386900","152100","184800","459000","263800","335100","1781700","385000","148600","178300","448700","260600","340900","1762100","373600","143300","184300","443100","255300","352700","1752300","368000","140600","182300","437000","254000","357200","1739000","367400","143300","175500","436200","247900","362700","1733000","363700","143500","178600","427300","238100","367600","1718800"
"Wisconsin","1356900","501700","618700","1632800","646500","710800","5467500","1348900","518600","623500","1606300","670400","725000","5492700","1375900","501200","621300","1584300","702200","748600","5533400","1369100","499800","634500","1551600","734200","760800","5549900","1355900","490900","642800","1538600","746200","791700","5566100","1349500","497400","645700","1518000","761900","820000","5592500","1333400","514100","644000","1493500","770200","848400","5603600","1328900","496800","642500","1486500","793800","872500","5620900","1317200","504600","646600","1448700","807500","898800","5623300","1319600","495600","643300","1441400","812500","930500","5643000","1309600","489400","644200","1446800","817100","955800","5662800","1307500","483000","658400","1423000","813700","991400","5677100","1309800","491200","656700","1435400","829200","1032100","5754400","1286900","503100","661000","1422200","810200","1074200","5757500"
"Wyoming","134900","48500","59600","146700","62900","63400","516100","132200","52100","63300","146400","67800","64400","526300","141900","51400","66400","148900","71900","67900","548400","138500","51600","70100","144800","77100","69500","551600","139200","51700","72000","145000","78100","72900","559000","142300","55100","74100","140900","79600","75500","567300","140800","52600","73400","143900","81100","76700","568500","145700","52200","70100","139000","80800","81000","568900","145200","50400","68800","139400","80400","85200","569400","142400","48500","69400","133100","81500","88300","563300","135900","46600","67500","136700","78800","94900","560300","141500","46800","65800","136100","75700","96800","562700","135300","47900","58500","145200","74400","102200","563500","136300","43000","64200","143400","72800","105500","565300"
"Puerto Rico","1030200","392200","477800","1026300","444100","531400","3902000","1011700","395600","477700","1035500","449200","552500","3922300","946100","363800","426900","967500","441000","538800","3684000","930600","366100","418900","957600","440100","558400","3671700","902700","367400","402400","949500","437000","575000","3634000","866300","362600","391700","935700","433600","592200","3582000","819900","366000","373900","911700","432100","610400","3514000","788400","343900","365900","897000","428800","619100","3443200","738200","335300","362600","872600","430800","639500","3379100","701800","327600","344300","849600","428200","653200","3304800","635200","304700","334200","812100","424600","653400","3164400","618700","313200","331600","799900","426800","674300","3164500","585900","317700","347600","807400","441200","733100","3233000","558200","297000","355100","796100","436000","748100","3190400"
