,State,Year,TotalBallots,VotingEligiblePopulation,VotingAgePopulation,PercentVotingEligibleVotes,PercentVotingAgeVotes,PercentBachelors,Income,PercentWhite,AverageAge,Population,LandAreaSQM,PopulationDensity,Presidential
172,Arizona,2018,2409910.0,5082126,5678479,0.47419328052866067,0.42439357440610415,29.7,74710,0.5447,39.49067001698956,7164.23,113594,63.06873602479004,False
173,Arkansas,2018,898793.0,2176226,2321029,0.41300535881843153,0.387239022002741,23.3,59720,0.7224,39.21346660733235,3012.16,52035,57.88719131353896,False
174,California,2018,12712542.0,25782389,30659000,0.49307075461471006,0.4146430738119312,34.2,84560,0.3667,38.30271848118124,39437.46,155779,253.16287817998574,False
175,Delaware,2018,365467.0,713781,772850,0.5120155902160467,0.47288218929934656,31.3,77990,0.6213,41.29956275994454,966.985,1949,496.1441765007696,False
176,District of Columbia,2018,231482.0,529560,578702,0.4371213837903165,0.4000020736061047,60.4,102900,0.3666,37.868842641113936,704.147,61,11543.393442622952,False
177,Florida,2018,8318824.0,15333067,17321691,0.5425414237086422,0.4802547280170279,30.4,65550,0.5326,42.038654736488596,21254.93,53625,396.362331002331,False
178,Georgia,2018,3949905.0,7303056,8148933,0.5408564578992685,0.4847143791708681,31.9,66960,0.5246,37.96626782077393,10519.39,57513,182.90456070801383,False
179,Hawaii,2018,398657.0,1009561,1115620,0.3948815376188264,0.3573412093723669,33.5,96100,0.2056,40.872232063773254,1423.1,6423,221.5631324926047,False
180,Idaho,2018,612536.0,1260630,1350319,0.48589673417259627,0.45362318089281123,27.7,70450,0.8185,38.20167480809491,1752.07,82643,21.200464649153588,False
181,Illinois,2018,4635541.0,8999121,9848647,0.5151104202288201,0.47067795200701174,35.1,84140,0.6101,39.15013988937484,12724.69,55519,229.19523046164377,False
182,Indiana,2018,2308258.0,4960307,5176820,0.46534579412121063,0.4458833801445675,27.1,71850,0.7895,38.92363305637342,6698.48,35826,186.97258973929547,False
183,Iowa,2018,1334279.0,2303627,2431107,0.579207918643079,0.5488359829493313,29.0,82430,0.8554,39.43709107563465,3149.9,55857,56.39221583686915,False
184,Kansas,2018,1060000.0,2076345,2215608,0.510512463005907,0.47842398113745754,33.8,76700,0.7595,38.52183181156074,2912.75,81759,35.62604728531416,False
185,Kentucky,2018,1612353.0,3310636,3468416,0.48702213109505244,0.4648672477580544,24.8,65440,0.8481,39.6470846931926,4464.27,39486,113.05956541559034,False
186,Maine,2018,646013.0,1078321,1097650,0.5990915506607031,0.5885418849359997,31.5,70370,0.9338,43.43416698730281,1340.12,30843,43.449729274065426,False
187,Massachusetts,2018,2752665.0,5037366,5546390,0.5464492752760074,0.49629849325417075,44.5,103600,0.7083,40.4663283232481,6885.72,7800,882.7846153846153,False
188,Minnesota,2018,2611365.0,4070605,4347041,0.6415176613795738,0.6007224224478214,36.7,86150,0.7962,39.17948624521771,5608.76,79627,70.43791678701947,False
189,Mississippi,2018,961025.0,2193563,2278027,0.43811141964010153,0.4218672561826528,23.2,51320,0.5674,38.785233034659996,2982.88,46923,63.56967798307866,False
190,Missouri,2018,2442306.0,4583152,4773831,0.5328878466173498,0.5116029453074481,29.5,74050,0.7952,39.791844300278036,6125.99,68742,89.1156789153647,False
191,Montana,2018,509213.0,830480,843058,0.6131550428667758,0.6040070789910066,31.7,69190,0.8609,41.23713733075435,1061.82,145546,7.29542550121611,False
192,Nebraska,2018,706652.0,1372894,1461220,0.5147170866796709,0.48360411163274525,32.4,81060,0.7866,38.425437423083096,1925.51,76824,25.063912319066958,False
193,Nevada,2018,975980.0,2099842,2403374,0.4647873506673359,0.4060874420710218,24.9,74210,0.4852,39.22987195816853,3030.73,109781,27.607054043960247,False
194,New Hampshire,2018,580568.0,1075753,1107322,0.5396852251399717,0.5242991650125257,36.8,97580,0.9017,41.98641532473479,1355.06,8953,151.35261923377638,False
195,North Carolina,2018,3755778.0,7663854,8222687,0.4900638764778139,0.4567579916394726,31.9,64020,0.6286,39.66235912548286,10391.36,48618,213.73483072113208,False
196,Ohio,2018,4496834.0,8832187,9119467,0.5091416203031027,0.49310272190249715,29.0,73930,0.7879,40.00708882607279,11680.89,40861,285.8689214654561,False
197,Oklahoma,2018,1190000.0,2828577,3011498,0.4207062420432606,0.3951521800778217,25.6,65300,0.6531,38.40203348968843,3943.49,68595,57.48946716232962,False
198,Oregon,2018,1914923.0,3126630,3364847,0.6124559030009947,0.5690966037980331,34.0,82970,0.7521,40.54529531964581,4183.54,95988,43.58398966537484,False
199,Rhode Island,2018,381267.0,802033,855526,0.4753757014985668,0.44565214850279244,34.4,74690,0.7154,40.98609467455621,1059.34,1034,1024.5067698259188,False
200,South Dakota,2018,341048.0,642257,669423,0.5310148429678462,0.5094656144171921,29.2,71330,0.8164,38.88476493460587,879.386,75811,11.599715080924932,False
201,Tennessee,2018,2267428.0,5073296,5337147,0.44693390647815545,0.4248389635885989,27.5,67250,0.7379,39.60224098141625,6778.18,41235,164.37928943858373,False
202,Texas,2018,8375000.0,18377841,21711618,0.45571185429235134,0.3857381794392293,30.3,71720,0.4142,36.46089066514416,28624.56,261232,109.57524346175047,False
203,Vermont,2018,278230.0,499907,510397,0.5565635208148716,0.54512467745696,38.7,84050,0.9288,42.76190476190476,624.802,9217,67.78800043398068,False
204,Virginia,2018,3363505.0,6177626,6687863,0.5444656248209263,0.5029267196412367,39.3,92550,0.6153,39.43580498893927,8510.92,39490,215.5208913649025,False
205,Wisconsin,2018,2675000.0,4354527,4563564,0.6143032297193243,0.5861646730493973,30.0,75130,0.812,40.20911916366462,5809.32,54158,107.26614719893645,False
206,Wyoming,2018,205275.0,428898,445747,0.4786102989521984,0.4605190836954595,26.9,75020,0.8416,39.74709976798144,579.054,97093,5.963910889559495,False
207,Alabama,2022,1424087.0,3820009,3977770,0.37279676566207043,0.35801139834630963,28.8,62290,0.6448,40.23439788445891,5073.9,50645,100.18560568664232,False
208,Alaska,2022,267047.0,531448,558308,0.5024894251177914,0.47831483697170735,30.6,93310,0.57729,37.89793873461208,733.276,570641,1.2850040568413417,False
209,Arizona,2022,2592313.0,5257070,5806140,0.49310985016368436,0.4464778665343929,33.0,76370,0.51838,40.18068904126737,7365.68,113594,64.84215715618782,False
210,Arkansas,2022,914227.0,2202252,2357190,0.4151327822610673,0.3878461218654415,25.4,56120,0.67664,39.701513766128215,3046.4,52035,58.54520995483809,False
211,California,2022,11146610.0,25994715,30542685,0.42880293167284195,0.3649518698176012,37.0,88690,0.33729,39.22919579961767,39040.62,155779,250.61542313148755,False
212,Delaware,2022,325632.0,761497,815329,0.42762085733758637,0.3993872412240948,36.5,83960,0.59025,42.1980417886343,1019.46,1949,523.0682401231401,False
213,District of Columbia,2022,205774.0,506405,548366,0.40634274938043663,0.37524937724074797,65.4,105700,0.36301,38.30269339179455,670.949,61,10999.16393442623,False
214,Hawaii,2022,423443.0,1046736,1144775,0.4045365784686874,0.3698919001550523,35.4,94620,0.19476,42.063526834611174,1439.4,6423,224.10088743577768,False
215,Illinois,2022,4144125.0,9048164,9859786,0.45800728191929324,0.42030577539918207,37.7,81120,0.58538,39.94823561942405,12582.52,55519,226.63448549145338,False
216,Indiana,2022,1880755.0,5061894,5277826,0.37155163660084545,0.3563503230307327,29.6,72810,0.76117,39.31388378467934,6832.27,35826,190.70702841511752,False
217,Iowa,2022,1230417.0,2372595,2482470,0.5185954619309238,0.4956422434107965,32.3,79350,0.82928,39.9539825862625,3199.69,55857,57.28359919079077,False
218,Kansas,2022,1008998.0,2121246,2251251,0.47566288869843476,0.4481943594916782,35.6,75950,0.73251,39.10473841817861,2936.72,81759,35.91922601793075,False
219,Kentucky,2022,1502550.0,3352567,3512486,0.44817896256808587,0.4277739469993617,27.9,58090,0.82538,39.96954674220963,4511.56,39486,114.25720508534671,False
220,Louisiana,2022,1410466.0,3355031,3524363,0.4204032690010912,0.4002045192280137,27.1,60640,0.57096,39.38691706352772,4588.02,43204,106.19433385797612,False
221,Maine,2022,680909.0,1119461,1143143,0.6082471832426498,0.5956463889469646,36.1,78150,0.90529,44.10970996216898,1389.34,30843,45.045553285996824,False
222,Massachusetts,2022,2511461.0,5141977,5651857,0.48842322709728186,0.4443603226337821,46.6,97260,0.6726,41.27214075378446,6982.74,7800,895.223076923077,False
223,Michigan,2022,4500400.0,7640677,7933413,0.5890053983436284,0.5672716143732842,32.1,71730,0.72882,40.83916738765332,10033.28,56539,177.4576840764782,False
224,Mississippi,2022,709100.0,2183828,2263618,0.32470505918964315,0.3132595694149808,24.8,50540,0.55671,39.549718972038605,2938.93,46923,62.63303710333951,False
225,Missouri,2022,2304250.0,4642509,4822855,0.496337217655367,0.4777771672588125,32.2,74360,0.76861,40.16395659432387,6177.17,68742,89.86020191440458,False
226,Montana,2022,468326.0,879710,895752,0.5323640745245592,0.5228299797265314,34.6,75870,0.83751,41.24721053594293,1122.88,145546,7.714949225674357,False
227,Nebraska,2022,682716.0,1409798,1494725,0.484265121669913,0.45675023833815587,34.7,81480,0.75928,38.89151904687255,1968.06,76824,25.617775695095283,False
228,Nevada,2022,1023617.0,2232999,2502244,0.4584045940011617,0.4090796101419366,27.0,75200,0.44361,39.931336788891024,3177.42,109781,28.943259762618304,False
229,New Hampshire,2022,626931.0,1113547,1145537,0.563003627148203,0.5472813187177716,41.3,88350,0.86661,42.97585394581861,1399.0,8953,156.26047135038536,False
230,New Jersey,2022,2645539.0,6447094,7275453,0.41034596362330067,0.3636253302715309,43.5,96010,0.5148,40.469168664892095,9260.82,7354,1259.2901822137612,False
231,New Mexico,2022,714754.0,1542457,1657556,0.4633866616703091,0.4312095639604333,30.5,58660,0.34684,40.64708169315255,2113.48,121298,17.423865191511815,False
232,North Carolina,2022,3790202.0,7972970,8455572,0.475381445057488,0.448249036256802,35.9,67660,0.60937,40.20162085839732,10695.97,48618,220.0002056851372,False
233,North Dakota,2022,242566.0,581570,598899,0.4170882266967003,0.4050198781430592,31.8,81840,0.82819,38.84556451612903,778.912,69001,11.28841610991145,False
234,Ohio,2022,4201368.0,8921202,9199881,0.47094192015829256,0.4566763417918123,32.0,70200,0.7634,40.43239114494221,11759.7,40861,287.79765546609235,False
235,Oklahoma,2022,1153284.0,2913333,3080502,0.39586411851992204,0.3743818377654032,28.5,65960,0.62771,38.738504340657926,4019.27,68595,58.59421240615205,False
236,Oregon,2022,1997689.0,3208133,3409264,0.6226951937466433,0.5859590222405774,36.3,90230,0.7181,41.32568818367592,4239.38,95988,44.16572904946452,False
237,Pennsylvania,2022,5410022.0,9953327,10366708,0.5435390598540568,0.521864993207101,35.1,75070,0.73291,41.58500207263799,12972.09,44743,289.92445745703236,False
238,Rhode Island,2022,361449.0,828495,890835,0.436271794036174,0.40574180403778476,39.6,83860,0.68046,41.756864988558355,1093.84,1034,1057.872340425532,False
239,South Dakota,2022,354670.0,668380,695896,0.5306412519824052,0.5096594893489832,31.6,69850,0.80141,39.621021296084265,909.869,75811,12.001807125615017,False
240,Utah,2022,1084634.0,2317746,2468679,0.46796931156390736,0.43935805343667605,37.9,99610,0.75622,34.91025139244317,3381.24,82170,41.14932457101132,False
241,Vermont,2022,291955.0,521758,533545,0.5595601792401842,0.5471984556129286,44.2,75060,0.90405,43.3519141438411,647.11,9217,70.20831073017251,False
242,Virginia,2022,3021956.0,6348891,6836463,0.4759817108216222,0.44203501137942236,42.2,88550,0.58904,40.04491887480799,8679.1,39490,219.7796910610281,False
243,Washington,2022,3067686.0,5543001,6164761,0.5534341415417389,0.49761637150248,39.5,92980,0.63597,39.907804217144815,7784.48,66456,117.1373540387625,False
244,West Virginia,2022,494753.0,1396169,1423003,0.35436469367247087,0.34768233095784057,24.8,54540,0.90436,42.397486618571094,1774.04,24038,73.80148098843497,False
245,Wisconsin,2022,2673154.0,4467396,4655496,0.5983696094995832,0.5741931686763344,33.2,76240,0.79052,40.93031697785497,5890.54,54158,108.76583330255917,False
246,Kansas,2008,1264208.0,1991759,2100084,0.6347193611275259,0.6019797303345962,29.6,65470,0.8042,37.013548530391645,2808.08,81759,34.34582125515234,True
247,Mississippi,2010,,2129334,2220094,,,19.5,51680,0.5835,36.993826729910715,2970.62,46923,63.30839886622765,False
248,North Dakota,2014,255128.0,567221,573831,0.44978588592453383,0.4446047703940707,27.4,76240,0.8699,37.77936194240542,738.736,69001,10.706163678787265,False
249,Michigan,2016,4874619.0,7420628,7744567,0.6569011409815989,0.6294243435430283,28.3,71090,0.7562,39.789281477278585,9954.12,56539,176.0575885671837,True
250,Montana,2016,516901.0,804250,817702,0.6427118433322971,0.6321386030607727,31.0,71070,0.8661,40.53620332972121,1042.14,145546,7.1602105176370365,True
251,New Jersey,2018,3248642.0,6074050,6945711,0.5348395222298137,0.4677191435117298,40.8,88980,0.5473,39.90444874717872,8891.73,7354,1209.1011694316019,False
252,North Dakota,2018,330598.0,562854,582571,0.5873601324677448,0.5674810452288219,29.7,79780,0.8391,38.28880372296742,760.062,69001,11.015231663309228,False
253,Connecticut,2008,,2471082,2725917,,,35.6,88440,0.7383,38.416632188663634,3545.58,4842,732.2552664188352,True
254,New York,2008,7721718.0,12948969,14876971,0.5963191355234536,0.5190383176790491,31.9,69000,0.5997,37.99712837837838,19212.44,47126,407.68238339769977,True
255,North Dakota,2008,321133.0,504762,512768,0.6362067667534402,0.6262734804043935,26.9,67860,0.9016,38.092249713255775,657.569,69001,9.529847393516036,True
256,Kansas,2010,857658.0,2011497,2137815,0.4263779662609489,0.40118438686228697,29.8,62370,0.7829,37.076204273813836,2858.27,81759,34.95969862645091,False
257,Washington,2010,2565589.0,4724350,5190736,0.5430565051276895,0.4942630486312538,31.1,76060,0.7266,37.69333475265743,6743.01,66456,101.46578187071145,False
258,California,2012,13202158.0,23681837,28913129,0.5574803170885773,0.45661464035940214,30.9,73480,0.3917,36.79915640154212,37944.55,155779,243.57936563978456,True
259,Illinois,2012,5279752.0,8899143,9827043,0.593287690736063,0.537267619567758,31.6,66670,0.6298,37.6408469195331,12883.03,55519,232.04722707541563,True
260,Pennsylvania,2012,,9651432,10037099,,,27.8,66890,0.7905,39.88430950144158,12769.12,44743,285.3881054019623,True
261,Vermont,2012,301793.0,493355,502242,0.6117157016752642,0.6008916020563791,35.8,71620,0.9433,41.046279340769104,626.361,9217,67.95714440707388,True
262,Vermont,2016,320467.0,494871,506048,0.647576843258142,0.633273918679651,36.4,75760,0.935,42.081220813875916,624.366,9217,67.74069653900402,True
263,Michigan,2018,4341340.0,7519962,7849909,0.5773087683155845,0.5530433537509798,29.6,72510,0.75,40.21064483111566,9987.29,56539,176.6442632519146,False
264,Idaho,2008,667506.0,1029416,1117842,0.6484317321665877,0.5971380570778339,24.0,64840,0.8485,35.69999326281749,1534.32,82643,18.565637743063537,True
265,Iowa,2008,1543662.0,2216094,2298515,0.6965688278565801,0.6715910054970274,24.3,68560,0.9015,38.14115411195577,3016.73,55857,54.008092092307145,True
266,North Carolina,2008,4354571.0,6584302,7096503,0.661356511290035,0.6136220896404891,26.1,58700,0.6725,37.321157287059854,9309.45,48618,191.4815500431939,True
267,Idaho,2010,459079.0,1069446,1147210,0.42926805093478304,0.4001699775978243,24.4,63720,0.8418,36.15965949704334,1570.82,82643,19.007296443739943,False
268,Louisiana,2010,1298649.0,3249524,3438247,0.39964283999748884,0.3777067208958519,21.4,53220,0.607,36.83971911644396,4544.64,43204,105.19026016109619,False
269,North Carolina,2010,2700706.0,6785463,7310093,0.39801351801638296,0.369448924931598,26.5,59360,0.6539,37.751793617642925,9574.59,48618,196.93508577070222,False
270,Oklahoma,2010,1043507.0,2666767,2839030,0.39130040232236263,0.3675575812865662,22.9,58370,0.6879,37.30925594828772,3760.01,68595,54.814636635323275,False
271,Louisiana,2012,2014548.0,3311626,3495847,0.6083259401876903,0.5762689271012147,22.0,50370,0.601,37.26062373794032,4602.07,43204,106.51953522821961,True
272,Mississippi,2012,,2166825,2246931,,,20.7,47220,0.5787,37.19993066389322,2984.6,46923,63.60633378087505,True
273,Alabama,2014,1191274.0,3588783,3738721,0.33194372576998943,0.31863142502476116,23.5,53070,0.6638,39.01493392163934,4843.74,50645,95.64103070391944,False
274,Alaska,2016,321271.0,522679,555367,0.6146621540180494,0.578484137516273,29.6,94290,0.6144,35.82459085186739,742.575,570641,1.301299766403045,True
275,Georgia,2016,4165405.0,6959963,7828207,0.5984809114646156,0.5321020509549632,30.5,66650,0.5339,37.53822617738226,10308.44,57513,179.2366943125902,True
276,Iowa,2016,1581371.0,2288536,2406915,0.6909967769788197,0.6570115687508699,28.4,73590,0.8657,39.28900475184794,3133.21,55857,56.09341711871386,True
277,New Hampshire,2016,755850.0,1042795,1076739,0.724830863208972,0.7019807028444219,36.6,94960,0.9106,41.361263842639204,1343.69,8953,150.08265385904167,True
278,New Mexico,2016,804043.0,1464515,1591069,0.549016568625108,0.5053476624835253,27.2,60330,0.3792,39.13087612102099,2092.56,121298,17.25139738495276,True
279,North Carolina,2016,4769640.0,7352501,7880013,0.6487098743679192,0.6052832653956282,30.4,66950,0.6364,39.17347073724046,10161.8,48618,209.01312271175286,True
280,South Dakota,2016,378995.0,631173,653841,0.6004613632078685,0.5796439807231422,28.9,71540,0.8274,38.4300071787509,863.693,75811,11.392713458469087,True
281,Washington,2016,3363440.0,5123020,5691833,0.6565346221564624,0.590923872854316,35.1,87550,0.6947,38.97219297876223,7299.96,66456,109.84651498736005,True
282,Alabama,2018,1721906.0,3666511,3820544,0.4696306652291511,0.45069655002010184,25.5,59900,0.6556,39.83413289567815,4891.63,50645,96.58663244150459,False
283,New York,2018,6230959.0,13620990,15412110,0.4574527255361027,0.404289808468795,37.2,80700,0.5526,40.01774737207431,19544.1,47126,414.7201120400628,False
284,Georgia,2022,3964926.0,7644125,8445249,0.5186893202295881,0.46948597963186167,34.7,70420,0.49759,38.63294312805142,10913.15,57513,189.75101281449412,False
285,Idaho,2022,595350.0,1397732,1490206,0.42594002283699595,0.39950852432482487,32.3,75460,0.79344,38.84468491406747,1939.0,82643,23.46236220853551,False
286,Minnesota,2022,2526646.0,4181894,4434088,0.6041870023486966,0.5698231519085774,39.1,93980,0.76294,39.8303156917363,5714.3,79627,71.763346603539,False
287,New York,2022,5962278.0,14026187,15676287,0.4250818843353507,0.3803373847391286,40.0,78920,0.52967,40.918702835850496,19673.2,47126,417.45957645461107,False
288,South Dakota,2014,282291.0,630989,640622,0.44737863893031415,0.4406514293920596,27.8,66600,0.8355,38.12658227848101,849.67,75811,11.207740301539355,False
289,Colorado,2018,2583580.0,4210816,4523289,0.6135580372070402,0.5711728788498811,41.7,87610,0.6795,38.48523905529954,5697.16,103642,54.96960691611509,False
290,Louisiana,2018,1519405.0,3367670,3560271,0.45117395706824004,0.4267666702899863,24.3,59950,0.5882,38.60440776226407,4664.45,43204,107.96338302009073,False
291,Alabama,2006,,3338467,3513952,,,21.1,55180,,,4628.98,50645,91.40053312271695,False
292,Alaska,2006,238307.0,465169,492452,0.5123019805705024,0.4839192449213324,26.9,82020,,,675.302,570641,1.183409534190498,False
293,Arizona,2006,1553032.0,3923786,4490327,0.395799363166085,0.34586167109878635,25.5,67830,,,6029.14,113594,53.076218814374,False
294,Arkansas,2006,780409.0,2004193,2130080,0.3893881477482458,0.36637544129797944,18.2,53880,,,2821.76,52035,54.22811569136158,False
295,California,2006,8899059.0,21582217,26739781,0.412332940587151,0.33280223947982224,29.0,80430,,,36021.2,155779,231.23270787461723,False
296,Colorado,2006,1586105.0,3297308,3569901,0.4810302828853113,0.44429943575466097,34.3,80970,,,4720.42,103642,45.54543524825843,False
297,Delaware,2006,258053.0,601341,659410,0.4291292295053888,0.39133922749124217,27.0,76240,,,859.268,1949,440.87634684453565,False
298,District of Columbia,2006,122356.0,426612,466827,0.2868086223547392,0.2621013780265494,45.9,70480,,,570.681,61,9355.426229508197,False
299,Florida,2006,4884544.0,12187858,14211669,0.40077132503512924,0.3436995331090247,25.3,66410,,,18166.99,53625,338.7783682983683,False
300,Hawaii,2006,348988.0,908925,1012975,0.3839568721291636,0.3445178805005059,29.7,87910,,,1309.73,6423,203.9125019461311,False
301,Illinois,2006,3586292.0,8667453,9483856,0.413765381825549,0.378147032177629,28.9,70760,,,12643.96,55519,227.7411336659522,False
302,Indiana,2006,1719351.0,4559294,4743856,0.37710904363701925,0.3624374348631156,21.7,66010,,,6332.67,35826,176.76184893652655,False
303,Iowa,2006,1071509.0,2178322,2267991,0.49189651484032204,0.47244852382571184,24.0,69970,,,2982.64,55857,53.39778362604508,False
304,Kansas,2006,864083.0,1948850,2062668,0.4433809682633348,0.41891521078525484,28.6,66230,,,2762.93,81759,33.79358847344023,False
305,Kentucky,2006,1370062.0,3100828,3218000,0.44183747050787725,0.4257495338719702,20.0,57410,,,4219.24,39486,106.8540748619764,False
306,Louisiana,2006,954896.0,3043573,3239317,0.3137417765238422,0.2947831286657033,20.3,53050,,,4302.67,43204,99.5896213313582,False
307,Massachusetts,2006,2243835.0,4552794,4970780,0.4928479083393626,0.4514050108836038,37.0,80440,,,6410.08,7800,821.8051282051282,False
308,Michigan,2006,3852008.0,7292624,7532918,0.5282060339323679,0.5113566880722716,24.5,70730,,,10036.08,56539,177.50720741435114,False
309,Minnesota,2006,2217552.0,3667707,3896561,0.6046153632228528,0.5691049107148586,30.4,81720,,,5163.56,79627,64.84684843080865,False
310,Missouri,2006,2178278.0,4253541,4427266,0.5121093225620724,0.49201425891283695,24.3,64810,,,5842.7,68742,84.99461755549737,False
311,Montana,2006,411061.0,720447,734669,0.5705638305107801,0.5595186403672947,27.4,59760,,,952.692,145546,6.545641927637997,False
312,Nevada,2006,586274.0,1579222,1907976,0.3712422952567783,0.3072753535683887,20.8,76010,,,2522.66,109781,22.979021870815533,False
313,New Jersey,2006,2315643.0,5701033,6565183,0.40617954675933293,0.3527156821066526,33.4,98950,,,8661.68,7354,1177.8188740821322,False
314,New Mexico,2006,568597.0,1320285,1464560,0.4306623191204929,0.388237422843721,25.3,58190,,,1962.14,121298,16.17619416643308,False
315,New York,2006,4703830.0,12878632,14665626,0.36524298543509903,0.3207384396683783,31.2,70110,,,19104.63,47126,405.39468658490006,False
316,North Carolina,2006,2036451.0,6264630,6799585,0.32507123325719156,0.29949636632235643,24.8,57860,,,8917.27,48618,183.41499033279854,False
317,North Dakota,2006,220479.0,486142,503647,0.45352798153625895,0.4377649425093369,25.6,59680,,,649.422,69001,9.411776640918248,False
318,Ohio,2006,4184072.0,8461211,8687609,0.4945003735280919,0.48161375586769617,23.0,66730,,,11481.21,40861,280.98211008051686,False
319,Oklahoma,2006,,2547224,2709819,,,22.1,56460,,,3594.09,68595,52.39580144325388,False
320,Oregon,2006,1399650.0,2628937,2829482,0.5324014991610677,0.4946665149310015,27.5,68460,,,3670.88,95988,38.24311372254865,False
321,Pennsylvania,2006,,9283762,9680466,,,25.4,70480,,,12510.81,44743,279.6149118297834,False
322,Rhode Island,2006,392882.0,754219,824887,0.520912360998596,0.4762858427881637,29.6,78120,,,1063.1,1034,1028.1431334622823,False
323,South Carolina,2006,1117311.0,3152046,3332190,0.3544716669744033,0.3353083107505874,22.7,57600,,,4357.85,30061,144.96690063537474,False
324,South Dakota,2006,341105.0,580592,589178,0.5875124011353928,0.5789506736504079,24.8,66040,,,783.033,75811,10.328751764255847,False
325,Tennessee,2006,1868363.0,4433921,4641909,0.4213794066245204,0.40249884260979696,21.7,59160,,,6088.77,41235,147.6602400873045,False
326,Texas,2006,,14255313,17029802,,,24.7,62960,,,23359.58,261232,89.42082133888651,False
327,Utah,2006,582561.0,1664323,1752158,0.3500288105133439,0.3324820021938661,28.6,79420,,,2525.51,82170,30.735183156869905,False
328,Vermont,2006,263025.0,478247,487141,0.54997731297844,0.5399360760026358,32.4,75570,,,622.892,9217,67.58077465552783,False
329,Virginia,2006,2398589.0,5385522,5867219,0.4453772540526248,0.4088119090151569,32.7,83040,,,7673.73,39490,194.3208407191694,False
330,Washington,2006,2085074.0,4403981,4861001,0.4734520880085541,0.4289392246576374,30.5,79560,,,6370.75,66456,95.86418081136391,False
331,Wisconsin,2006,2183155.0,4064432,4240696,0.5371365543820145,0.5148105405339124,25.1,75150,,,5577.66,54158,102.98866280143284,False
332,Arkansas,2020,1223675.0,2166787,2315001,0.5647417120372238,0.5285850848444558,24.9,59400,,,3014.35,52035,57.929278370327665,True
333,California,2020,17785151.0,25917882,30730598,0.6862115893574946,0.5787440582835388,36.9,90840,,,39503.2,155779,253.58488628120608,True
334,Colorado,2020,3295666.0,4246895,4525319,0.7760177729847335,0.7282726366914686,44.2,98010,,,5785.22,103642,55.81926246116439,True
335,Connecticut,2020,1861086.0,2632351,2871003,0.7070052587971741,0.6482354772879025,42.4,92930,,,3577.59,4842,738.8661710037175,True
336,Delaware,2020,509241.0,725994,786622,0.7014396813196804,0.6473770120845844,34.7,81920,,,991.862,1949,508.90815802975885,True
337,District of Columbia,2020,346491.0,526607,566909,0.6579688458375981,0.6111933308520415,63.6,103200,,,670.839,61,10997.360655737704,True
338,Florida,2020,11144855.0,15404801,17379930,0.7234663401364289,0.6412485550862402,33.7,67570,,,21591.3,53625,402.63496503496503,True
339,Georgia,2020,5023159.0,7364716,8234938,0.6820573936591716,0.6099813987670581,34.8,69330,,,10732.39,57513,186.608071218681,True
340,Idaho,2020,878527.0,1298949,1391199,0.6763367922836078,0.6314890968150495,30.9,78060,,,1849.34,82643,22.377454835860267,True
341,Illinois,2020,6050000.0,9148531,9964476,0.6613083565000764,0.6071568640438293,37.6,86960,,,12790.36,55519,230.37806876925018,True
342,Indiana,2020,3068542.0,4985618,5199619,0.6154787631142218,0.5901474704204289,28.9,78150,,,6789.1,35826,189.5020376263049,True
343,Louisiana,2020,2169401.0,3378891,3562696,0.6420452746182105,0.6089211653197466,27.2,59880,,,4652.02,43204,107.67567817794648,True
344,Maine,2020,828305.0,1093470,1112819,0.7575013489167512,0.7443303897579031,33.5,74510,,,1364.52,30843,44.24083260383231,True
345,Massachusetts,2020,3658005.0,5151671,5652754,0.710061842070272,0.6471190856704537,46.9,102700,,,6997.71,7800,897.1423076923077,True
346,Michigan,2020,5579317.0,7587900,7910023,0.7352913190737885,0.7053477594186515,32.1,75330,,,10070.63,56539,178.11829002989086,True
347,Minnesota,2020,3292997.0,4128534,4389244,0.7976189611130731,0.7502424107659542,37.9,92130,,,5710.58,79627,71.71662878169465,True
348,Mississippi,2020,1325000.0,2194780,2272141,0.6037051549585836,0.5831504294847899,24.5,52800,,,2958.41,46923,63.04818532489398,True
349,Missouri,2020,3026028.0,4586423,4777750,0.6597795275315862,0.6333583799905813,31.9,72740,,,6154.43,68742,89.52939978470222,True
350,Montana,2020,612075.0,840801,855210,0.7279665461863152,0.7157014066720455,34.6,66380,,,1087.21,145546,7.469872067937285,True
351,Nebraska,2020,966920.0,1390687,1477375,0.6952822597752046,0.6544851510280058,33.3,84520,,,1963.27,76824,25.555425387899614,True
352,Nevada,2020,1407754.0,2128186,2421837,0.6614807164411382,0.5812752881387145,28.0,71550,,,3115.84,109781,28.38232481030415,True
353,New Jersey,2020,4635585.0,6442755,7271361,0.7195035353664698,0.6375127022300227,43.1,100100,,,9272.39,7354,1260.863475659505,True
354,New Mexico,2020,928230.0,1520916,1639967,0.6103098395966641,0.5660052915698913,30.1,59550,,,2118.49,121298,17.465168428168642,True
355,New York,2020,8690139.0,14223694,15990656,0.6109621733988372,0.5434510629207457,39.5,80320,,,20104.71,47126,426.61609302720365,True
356,North Carolina,2020,5545848.0,7619132,8180315,0.7278844886792879,0.6779504212246106,34.8,70700,,,10453.81,48618,215.01933440289605,True
357,North Dakota,2020,364251.0,574506,594267,0.6340247099247005,0.6129416575377734,31.8,75010,,,779.563,69001,11.297850755786149,True
